Rank,Full Journal Title,Journal Impact Factor,Impact Factor without Journal Self Cites,5-Year Impact Factor,Cited Half-Life,Citing Half-life,% Articles in Citable Items,Average Journal Impact Factor Percentile
1533,CONSTRUCTION AND BUILDING MATERIALS,4.419,3.086,5.036,4.3,7.3,96.38,83.285
1533,INTERNATIONAL JOURNAL OF OBESITY,4.419,4.253,5.336,10.1,7.8,94.9,80.204
1536,IEEE PERVASIVE COMPUTING,4.418,4.2,3.909,10.5,4.8,100,81.237
1537,COGNITIVE BEHAVIOUR THERAPY,4.413,4.381,4.24,6.8,9.7,94.12,91.985
1538,ACS Synthetic Biology,4.411,3.94,4.899,3.1,6.7,98.95,86.364
1539,AMERICAN JOURNAL OF PHYSIOLOGY-LUNG CELLULAR AND MOLECULAR PHYSIOLOGY,4.406,3.697,4.162,9.5,7.5,92.53,80.011
1539,DEVELOPMENTAL MEDICINE AND CHILD NEUROLOGY,4.406,3.942,4.311,10,7.6,67.46,88.27
1539,International Journal of Fuzzy Systems,4.406,3.729,3.679,2.2,5.8,100,78.808
1542,EUROPEAN JOURNAL OF IMMUNOLOGY,4.404,4.058,4.298,10.9,7.6,86.47,68.671
1543,Frontiers in Plant Science,4.402,4.016,5.207,3.4,8.6,81.24,92.094
1544,STEEL AND COMPOSITE STRUCTURES,4.394,2.947,3.98,3.2,4.7,99.53,81.968
1545,Circulation-Arrhythmia and Electrophysiology,4.393,3.996,5.112,5.6,6.9,88.57,75.725
1546,CURRENT OPINION IN PSYCHIATRY,4.392,4.185,4.849,7.4,2.8,0,83.892
1546,CURRENT OPINION IN PSYCHIATRY,4.392,4.185,4.849,7.4,2.8,0,83.892
1546,Diabetes Technology & Therapeutics,4.392,3.595,3.541,5.7,4.3,95.58,79.371
1546,FEBS Journal,4.392,4.267,4.267,7.3,8.6,78.05,73.232
1550,REVIEWS IN FISH BIOLOGY AND FISHERIES,4.391,4.299,4.638,12.8,9.4,32.61,96.934
1551,COLLOIDS AND SURFACES B-BIOINTERFACES,4.389,4.098,4.263,5.7,7,99.44,72.001
1551,EUROPEAN PHYSICAL JOURNAL C,4.389,3.554,4.104,3.7,8.1,99.8,77.586
1551,QUARTERLY REVIEW OF BIOLOGY,4.389,4.333,4.618,27.2,10.2,0,84.409
1554,BEST PRACTICE & RESEARCH CLINICAL OBSTETRICS & GYNAECOLOGY,4.387,4.368,3.975,6.1,8.7,89.29,89.634
1555,Geobiology,4.385,4.083,4.252,7.5,11,100,84.339
1555,Social Psychological and Personality Science,4.385,4.215,3.871,4.8,10.8,100,92.969
1557,PHYSICS LETTERS B,4.384,3.942,3.538,14,8.3,100,76.661
1557,SIGNAL PROCESSING,4.384,3.942,3.882,5.7,7.8,98.19,83.271
1559,ARTIFICIAL INTELLIGENCE IN MEDICINE,4.383,4.008,4.098,7.5,6.4,89.91,84.128
1559,JOURNAL OF PHOTOCHEMISTRY AND PHOTOBIOLOGY B-BIOLOGY,4.383,4.114,4.01,4.8,7.3,97.9,77.645
1561,JOURNAL OF PSYCHIATRY & NEUROSCIENCE,4.382,4.338,5.526,8.6,7.7,83.78,80.261
1561,JOURNAL OF PSYCHIATRY & NEUROSCIENCE,4.382,4.338,5.526,8.6,7.7,83.78,80.261
1563,SEMINARS IN HEMATOLOGY,4.379,4.333,3.451,10.7,6.7,37.84,78.289
1563,THROMBOSIS AND HAEMOSTASIS,4.379,3.949,4.141,9.4,7.4,91.67,81.068
1565,Current Neurology and Neuroscience Reports,4.376,4.341,3.818,5.2,6,0,77.556
1566,Biotechnology & Genetic Engineering Reviews,4.375,4.375,3.279,9,7.1,0,80.875
1566,Nature and Science of Sleep,4.375,4.266,Not Available,3.9,9,81.58,77.127
1566,Sustainable Materials and Technologies,4.375,4.161,Not Available,3.3,5.2,90.7,66.46
1569,IEEE TRANSACTIONS ON ANTENNAS AND PROPAGATION,4.371,3.34,4.388,7.2,7.4,100,80.058
1570,INTERNATIONAL JOURNAL OF FATIGUE,4.369,3.501,4.03,7.2,9.4,99.77,80.105
1571,Journal of the American Medical Directors Association,4.367,3.964,5.655,4.9,7.3,88.56,85.294
1572,Cells,4.366,3.878,5.276,1.5,7.1,60.17,64.359
1573,Expert Review of Vaccines,4.362,4.144,3.893,6,6.1,20,68.038
1573,Frontiers in Aging Neuroscience,4.362,4.17,4.637,3.5,7.7,79.77,78.29
1575,PROGRESS IN NEURO-PSYCHOPHARMACOLOGY & BIOLOGICAL PSYCHIATRY,4.361,4.13,4.198,7.6,8.2,68.5,79.217
1576,Nutrition & Diabetes,4.357,4.296,4.432,4.2,9,85.29,78.942
1576,PRESLIA,4.357,3.75,4.241,8.2,12.5,100,91.667
1578,BIOCHIMICA ET BIOPHYSICA ACTA-MOLECULAR BASIS OF DISEASE,4.352,4.266,5.386,6,8.1,80.75,76.772
1579,Acta Geotechnica,4.35,3.333,4.087,3.9,10,100,93.59
1579,NeuroImage-Clinical,4.35,4.009,4.791,3.4,8.2,97.3,75
1581,Current HIV/AIDS Reports,4.348,4.261,4.799,5,5.3,86.54,79.032
1582,NEUROBIOLOGY OF AGING,4.347,4.138,4.74,7.5,8.3,96.94,76.941
1583,REVIEW OF ECONOMICS AND STATISTICS,4.345,4.268,5.344,15.6,9.6,78.79,94.958
1584,AQUATIC TOXICOLOGY,4.344,3.966,4.496,7.6,9.4,98.13,92.027
1584,CANCER EPIDEMIOLOGY BIOMARKERS & PREVENTION,4.344,4.177,4.898,9.7,7,92.65,77.567
1584,Cell Communication and Signaling,4.344,4.238,4.812,5.6,7.8,88.1,63.846
1587,PHARMACOPSYCHIATRY,4.34,4.226,2.688,10.7,9.9,68.97,81.413
1588,JOURNAL OF ORGANIC CHEMISTRY,4.335,3.848,4.072,11,7.4,100,85.088
1589,CATENA,4.333,3.879,4.62,5.8,10.1,99.42,89.976
1589,ELECTROCHEMISTRY COMMUNICATIONS,4.333,4.16,4.555,8.6,5.6,97.76,68.519
1589,ENTOMOLOGIA GENERALIS,4.333,3.511,2.636,3.2,9.1,95.12,96.535
1589,INTERNATIONAL JOURNAL OF NEUROPSYCHOPHARMACOLOGY,4.333,4.25,4.386,6.3,7.7,82.86,78.402
1593,CLINICAL ORTHOPAEDICS AND RELATED RESEARCH,4.329,3.674,4.698,14,6.8,95.35,93.089
1593,European Journal of Internal Medicine,4.329,4.159,3.685,4.9,6.5,79.39,84.545
1595,Journal of Advances in Modeling Earth Systems,4.327,3.6,4.825,4,8.5,100,82.258
1596,MOLECULAR PLANT PATHOLOGY,4.326,4.073,4.55,7.1,9,90.24,91.239
1596,Neuroscience Bulletin,4.326,3.541,3.808,4.4,7.7,78.49,71.771
1598,ARTHROSCOPY-THE JOURNAL OF ARTHROSCOPIC AND RELATED SURGERY,4.325,3.058,4.592,7.6,6.1,85.53,91.887
1599,Nanomaterials,4.324,3.816,4.514,1.9,5.6,91.88,65.762
1600,AMYLOID-JOURNAL OF PROTEIN FOLDING DISORDERS,4.323,3.662,4.341,6.1,7.1,97.41,76.571
1600,MINERALIUM DEPOSITA,4.323,4,4.634,11.9,14.5,100,89.657
1602,MOLECULAR PHARMACEUTICS,4.321,4.011,4.54,5.4,7.1,97.52,77.617
1603,ENVIRONMENTAL POLITICS,4.32,3.68,3.784,6.9,7.3,100,90.972
1603,RNA,4.32,4.096,4.549,9.3,8,96.4,71.886
1603,TRANSACTIONS OF THE INSTITUTE OF BRITISH GEOGRAPHERS,4.32,3.82,4.55,10.2,8.3,100,91.071
1606,Fuzzy Optimization and Decision Making,4.319,4.043,3.547,6.9,9.4,100,81.859
1607,Advances in Heterocyclic Chemistry,4.313,3.625,4.25,11,7.6,0,83.333
1607,JMIR mHealth and uHealth,4.313,3.259,5.323,2.9,5.3,89.76,88.371
1609,JOURNAL OF INTELLIGENT MANUFACTURING,4.311,4.004,4.224,4.9,9.1,97.86,77.919
1609,PROSTATE CANCER AND PROSTATIC DISEASES,4.311,4.121,3.919,5.2,6.5,79.45,76.356
1611,HABITAT INTERNATIONAL,4.31,3.961,4.447,5.3,8.2,96.15,89.138
1612,WATER RESOURCES RESEARCH,4.309,3.717,5.036,11.4,9.2,99.4,87.732
1613,FIELD CROPS RESEARCH,4.308,3.908,4.816,8.2,9.9,99.55,93.956
1614,INTERNATIONAL JOURNAL OF LIFE CYCLE ASSESSMENT,4.307,3.693,4.842,6.5,7.1,97.97,73.774
1614,Infectious Diseases and Therapy,4.307,4.213,Not Available,3,5.8,71.43,77.957
1616,Bone & Joint Journal,4.306,3.379,4.12,3.9,6.8,92.09,91.394
1616,GLOBAL CHALLENGES,4.306,4.194,4.306,2.1,5.9,91.18,78.169
1618,ANESTHESIA AND ANALGESIA,4.305,3.827,4.123,10.7,7,82.78,76.563
1618,ISA TRANSACTIONS,4.305,3.675,4.468,3.8,5.9,99.7,84.209
1620,MECHANISMS OF AGEING AND DEVELOPMENT,4.304,4.216,4.315,11.4,7.5,92.11,71.373
1620,npj Schizophrenia,4.304,4.196,Not Available,3,8.7,90.48,78.387
1622,POSTHARVEST BIOLOGY AND TECHNOLOGY,4.303,3.761,4.765,8.2,8.8,98.39,91.108
1623,Journal of Environmental Sciences,4.302,4.019,3.966,5.9,7.6,93.66,78.302
1624,Journal of Environmental Chemical Engineering,4.3,3.873,Not Available,2.9,6.3,96.15,73.526
1624,Nanomedicine,4.3,4.099,4.92,5.5,6.2,80.59,70.234
1626,PHYTOCHEMISTRY REVIEWS,4.298,4.193,4.587,7.7,9.7,33.33,90.812
1627,JOURNAL OF LIGHTWAVE TECHNOLOGY,4.288,3.583,3.788,5.8,5.7,99.86,81.571
1628,APPLIED LINGUISTICS,4.286,4.143,4.901,13.2,11.6,100,99.198
1628,Pharmaceuticals,4.286,4.004,Not Available,5.1,7.3,63.07,82.037
1630,mSphere,4.282,4.136,4.466,2.3,7.8,98.95,75.926
1631,JOURNAL OF NUTRITION,4.281,4.059,5.075,13.6,8.4,94.67,78.09
1631,M&SOM-Manufacturing & Service Operations Management,4.281,3.989,4.097,9,10.2,100,82.404
1631,M&SOM-Manufacturing & Service Operations Management,4.281,3.989,4.097,9,10.2,100,82.404
1634,BMJ Global Health,4.28,3.856,Not Available,1.9,5.1,84.47,90.6
1634,BMJ Global Health,4.28,3.856,Not Available,1.9,5.1,84.47,90.6
1636,Journal of Destination Marketing & Management,4.279,3.939,5.004,3.3,10.3,98.55,82.123
1637,Wiley Interdisciplinary Reviews-Systems Biology and Medicine,4.275,4.216,4.09,6.3,8.5,66.67,72.101
1638,HUMAN GENE THERAPY,4.273,4,4.122,8.5,7,96.91,77.093
1638,OPTICS AND LASERS IN ENGINEERING,4.273,3.73,3.844,5,7.2,96.12,85.052
1640,AMERICAN JOURNAL OF POLITICAL SCIENCE,4.271,4.155,6.991,13.3,10.3,100,98.056
1640,NEUROENDOCRINOLOGY,4.271,4.035,4.915,9.7,8.5,100,74.687
1640,TRIBOLOGY INTERNATIONAL,4.271,3.438,4.191,5.3,8.4,98.6,87.308
1643,Journal of the American College of Radiology,4.268,3.6,3.496,3.7,5.1,98.33,85.338
1643,PHYTOMEDICINE,4.268,3.996,4.152,7.3,7.2,92.68,86.551
1645,TRANSPLANTATION,4.264,3.758,3.94,10.4,7.2,83.38,78.242
1646,INFLAMMATORY BOWEL DISEASES,4.261,3.883,4.666,6.6,7,80.66,71.023
1647,Emotion Review,4.258,4.032,5.271,6.4,12.4,80,89.493
1647,FOOD CONTROL,4.258,3.783,4.421,5.2,7.3,94.62,86.691
1647,Genes and Nutrition,4.258,3.919,3.235,6.2,8.5,60.61,77.607
1650,CRITICAL REVIEWS IN TOXICOLOGY,4.257,4.2,5.53,10.4,9.3,0,85.326
1650,Therapeutic Advances in Chronic Disease,4.257,4.257,Not Available,4.4,6,60,81.296
1652,CURRENT OPINION IN LIPIDOLOGY,4.254,4.082,4.304,8.7,4.1,0,77.043
1653,Communications Chemistry,4.253,4.158,4.253,1.4,7.1,98.48,71.469
1654,Epigenetics,4.251,4.183,4.78,6,6.6,90.12,74.448
1655,International Journal of Clinical and Health Psychology,4.25,3.3,4.027,6,5.8,100,91.221
1655,Publications Mathematiques de l IHES,4.25,4.188,4.404,25.9,19,100,99.228
1657,ECOLOGICAL APPLICATIONS,4.248,4.111,5.047,12,9,99.38,80.778
1658,Food Packaging and Shelf Life,4.244,3.854,Not Available,2.4,6.9,99.36,85.971
1658,INDUSTRIAL CROPS AND PRODUCTS,4.244,3.58,4.583,4.7,7.3,99.19,90.11
1660,AGRICULTURE ECOSYSTEMS & ENVIRONMENT,4.241,3.892,4.825,8.1,8.6,97.51,85.999
1661,JOURNAL OF BIOLOGICAL CHEMISTRY,4.238,4.034,4.237,14.9,9.3,94.44,70.875
1662,Epigenetics & Chromatin,4.237,4.141,4.763,4.1,7.1,93.67,77.119
1662,JOURNAL OF CELLULAR BIOCHEMISTRY,4.237,3.879,3.771,6.3,6.7,99.09,66.68
1664,Advances In Atomic Molecular and Optical Physics,4.235,4.235,3.512,14.3,10.8,0,83.227
1664,Frontiers in Microbiology,4.235,3.823,4.926,3.2,7.6,89.95,75.185
1666,DIABETES RESEARCH AND CLINICAL PRACTICE,4.234,4.053,4.004,6.5,6.9,85.28,76.573
1667,POLITICAL ANALYSIS,4.232,3.893,4.775,9.3,10,100,97.5
1668,IEEE INTERNET COMPUTING,4.231,4.163,2.851,8,3.5,100,89.352
1668,POLYMER,4.231,3.78,3.921,11.2,8.1,99.41,88.202
1670,ECOLOGICAL INDICATORS,4.229,3.806,4.968,4.1,8.7,98.24,77.17
1671,Science China-Physics Mechanics & Astronomy,4.226,3.292,2.306,4.1,8,89.74,87.647
1672,Frontiers in Pharmacology,4.225,4.015,4.604,2.6,6.8,73.65,80.926
1673,Evolution Medicine and Public Health,4.222,4.139,Not Available,3.7,6.9,50,82.635
1673,HUMAN-COMPUTER INTERACTION,4.222,4.185,4.714,14.2,9.4,92.31,83.986
1675,IEEE ELECTRON DEVICE LETTERS,4.221,3.677,3.639,6.4,5.2,100,82.143
1675,Public Management Review,4.221,3.337,5.049,5.8,9.7,100,87.929
1675,REVIEWS IN MEDICAL VIROLOGY,4.221,4.103,4.591,8.2,8,0,77.027
1678,Journal of Retailing and Consumer Services,4.219,3.387,Not Available,4.6,9.9,98.08,74.671
1679,CYTOTHERAPY,4.218,4.012,3.956,6.6,6.2,76.53,69.882
1680,ADVANCED POWDER TECHNOLOGY,4.217,3.903,3.78,3.5,7,98.79,79.371
1680,CLINICAL AND EXPERIMENTAL ALLERGY,4.217,3.934,4.517,9.5,7.9,84,68.208
1682,RESUSCITATION,4.215,2.848,5.134,6,5.8,90.51,88.553
1683,Alcohol Research-Current Reviews,4.214,4.214,7.078,4.9,9.2,100,90.278
1684,EUROPEAN JOURNAL OF OPERATIONAL RESEARCH,4.213,3.692,4.729,9.9,9.9,96.19,83.735
1684,SEMINARS IN ONCOLOGY,4.213,4.16,4.557,11.1,5.7,14,67.008
1686,AGRICULTURAL SYSTEMS,4.212,3.881,3.969,7.4,8,95.87,95.69
1686,Elementa-Science of the Anthropocene,4.212,3.923,Not Available,2.8,7.5,92.59,78.988
1688,CELLULOSE,4.21,3.345,4.512,5.2,6.3,97.05,92.816
1689,PLASTIC AND RECONSTRUCTIVE SURGERY,4.209,3.18,4.376,10.6,7.6,91.91,89.762
1690,CURRENT OPINION IN NEUROLOGY,4.207,4.163,4.354,7.6,3.9,0,75.1
1690,ECOSYSTEMS,4.207,4.07,4.466,10.9,10.6,99.22,82.44
1692,JOURNAL OF CLINICAL PSYCHIATRY,4.204,4.019,4.842,11.7,7.8,91.21,84.317
1692,JOURNAL OF CLINICAL PSYCHIATRY,4.204,4.019,4.842,11.7,7.8,91.21,84.317
1694,Geoscience Frontiers,4.202,3.925,5.379,3.7,12.8,97.35,89.25
1695,ENGINEERING APPLICATIONS OF ARTIFICIAL INTELLIGENCE,4.201,4,3.81,5.5,6.8,98.11,79.883
1696,NEW ASTRONOMY REVIEWS,4.2,4.2,5.143,11.8,Not Available,33.33,72.794
1697,LABORATORY INVESTIGATION,4.197,4.091,4.411,11,7.5,93.71,77.592
1698,MILBANK QUARTERLY,4.195,4.146,7.29,12.2,6.6,97.14,91.202
1698,MILBANK QUARTERLY,4.195,4.146,7.29,12.2,6.6,97.14,91.202
1698,SURVEY OF OPHTHALMOLOGY,4.195,4.094,4.037,14,9.6,0,90.833
1701,Physical Review Applied,4.194,3.749,4.658,2.4,6.9,100,79.545
1702,JOURNAL OF AGRICULTURAL AND FOOD CHEMISTRY,4.192,3.727,4.289,10.8,7.3,97.16,86.265
1703,BRITISH JOURNAL OF GENERAL PRACTICE,4.19,3.472,4.297,8.2,5.6,86.27,87.719
1704,FOOD POLICY,4.189,3.793,5.341,6.9,7.8,94.59,87.645
1704,FOOD POLICY,4.189,3.793,5.341,6.9,7.8,94.59,87.645
1704,Journal of Physical Chemistry C,4.189,3.776,4.404,6.3,7.8,99.85,64.576
1707,Frontiers in Molecular Biosciences,4.188,4.12,Not Available,2.8,7.5,59.57,70.202
1707,INFORMATION SYSTEMS JOURNAL,4.188,3.928,6.052,7.8,10.9,95.24,89.08
1707,Transboundary and Emerging Diseases,4.188,3.625,3.669,2.6,7.5,96.75,87.208
1710,INTERNATIONAL JOURNAL OF FOOD MICROBIOLOGY,4.187,3.889,4.226,10,8.5,99.02,79.129
1710,Microbial Cell Factories,4.187,3.979,4.676,5.2,7.8,92.96,79.808
1712,CURRENT MEDICINAL CHEMISTRY,4.184,4.095,3.797,7.9,9,0.26,76.097
1713,AMERICAN POLITICAL SCIENCE REVIEW,4.183,4.017,5.716,19,10.5,96.49,96.944
1713,Retrovirology,4.183,4.048,3.514,6.5,10,73.17,74.324
1715,JOURNAL OF THE AMERICAN GERIATRICS SOCIETY,4.18,3.787,4.947,11.1,6.6,94.14,86.642
1715,JOURNAL OF THE AMERICAN GERIATRICS SOCIETY,4.18,3.787,4.947,11.1,6.6,94.14,86.642
1717,JOURNAL OF EUROPEAN PUBLIC POLICY,4.177,3.552,4.366,7.3,7.5,98.97,95.59
1718,ENVIRONMENTAL REVIEWS,4.176,4.015,4.744,8,8,0,76.415
1719,Cancer Cell International,4.175,4.012,3.903,4,5.2,91.14,66.598
1720,DALTON TRANSACTIONS,4.174,3.769,3.812,5.5,6.9,96.23,90
1721,Food & Function,4.171,3.75,4.364,3.6,6.5,96.49,76.311
1721,International Journal of Precision Engineering and Manufacturing-Green Technology,4.171,3.402,4.598,3.2,6.5,84.21,74.432
1721,JOURNAL OF HYPERTENSION,4.171,3.809,4.15,8.5,7.9,85.17,80.769
1724,MOLECULAR GENETICS AND METABOLISM,4.17,3.893,3.953,7.7,9.5,75,73.877
1725,ASN Neuro,4.167,4.111,3.849,6,9.3,91.3,70.664
1725,Journal of Animal Science and Biotechnology,4.167,3.989,4.392,3.7,8,87.5,96.032
1727,Communications Biology,4.165,4.023,Not Available,1.3,8.1,99.32,82.258
1728,WORLD JOURNAL OF BIOLOGICAL PSYCHIATRY,4.164,4.086,3.899,6.3,8.8,84.13,77.097
1729,Current Opinion in Psychology,4.162,4.09,Not Available,2.8,6.7,13.02,88.768
1729,International Data Privacy Law,4.162,3.514,Not Available,2.9,3.4,100,97.078
1731,BIOGEOCHEMISTRY,4.161,3.945,4.535,11.6,10.8,98.98,82.394
1732,Journal of Hepato-Biliary-Pancreatic Sciences,4.16,3.966,3.335,6.8,7.5,91.38,79.586
1733,Allergy Asthma & Immunology Research,4.157,3.513,3.286,4,7.3,76.81,66.105
1733,JOURNAL OF THROMBOSIS AND HAEMOSTASIS,4.157,3.866,4.564,8.2,8.1,87.32,76.786
1735,FOOD MICROBIOLOGY,4.155,3.85,4.534,7,8.3,97.79,78.415
1736,ChemElectroChem,4.154,3.752,4.146,2.6,4.7,90.7,64.815
1737,AMERICAN HEART JOURNAL,4.153,4.052,3.99,11.5,6.1,95.98,75
1738,ACS Biomaterials Science & Engineering,4.152,3.828,4.619,2.5,6.6,93.88,64.474
1738,Microorganisms,4.152,3.69,Not Available,2.2,7.2,80.17,72.963
1738,VASCULAR PHARMACOLOGY,4.152,4.064,3.863,4.9,7,61.54,80.185
1741,INTERNATIONAL JOURNAL OF ROCK MECHANICS AND MINING SCIENCES,4.151,3.798,4.856,12.6,10.9,99.5,94.322
1741,Journal of the Academy of Nutrition and Dietetics,4.151,3.495,4.909,4.7,6.7,88.49,74.719
1743,SOCIO-ECONOMIC PLANNING SCIENCES,4.149,3.97,3.571,8.3,9.7,98.55,84.463
1743,SOCIO-ECONOMIC PLANNING SCIENCES,4.149,3.97,3.571,8.3,9.7,98.55,84.463
1745,PHYSIOLOGIA PLANTARUM,4.148,4.009,3.947,16.2,9.7,98.39,89.957
1746,BONE,4.147,3.802,4.349,9.1,8.4,92.59,75.175
1746,Current Issues in Tourism,4.147,3.853,4.818,4.6,9.9,91.08,83.036
1746,JOURNAL OF TECHNOLOGY TRANSFER,4.147,3.42,4.632,6.7,12.1,96.2,78.097
1749,POWDER TECHNOLOGY,4.142,3.396,3.849,5.9,7.9,98.51,78.671
1750,JOURNAL OF BUSINESS ETHICS,4.141,3.76,5.455,8.8,11.7,99.33,85.643
1750,Journal of Neural Engineering,4.141,3.63,4.473,5.6,7.7,97.04,76.24
1752,ROCK MECHANICS AND ROCK ENGINEERING,4.14,3.557,5.252,4.9,10.5,99.69,88.356
1753,TELEMATICS AND INFORMATICS,4.139,3.853,4.454,2.9,6.5,94.9,87.931
1754,COMPUTERS & INDUSTRIAL ENGINEERING,4.135,3.352,4.296,4.9,7.1,96.85,82.077
1754,Chinese Journal of Cancer Research,4.135,3.586,3.2,4.1,5.7,89.02,66.189
1754,ENVIRONMENTAL IMPACT ASSESSMENT REVIEW,4.135,3.618,4.261,7.7,7.1,94.59,81.707
1757,CLIMATIC CHANGE,4.134,3.935,4.998,8.2,6.8,98.53,77.884
1758,IEEE TRANSACTIONS ON CIRCUITS AND SYSTEMS FOR VIDEO TECHNOLOGY,4.133,3.764,4.41,6.4,6.2,99.65,81.391
1758,JOURNAL OF MOLECULAR AND CELLULAR CARDIOLOGY,4.133,3.931,5.065,7.8,8.2,86.34,68.035
1760,GENE THERAPY,4.128,4.071,3.254,11.5,7.7,90.7,73.046
1761,SCANDINAVIAN JOURNAL OF WORK ENVIRONMENT & HEALTH,4.127,3.611,4.229,11.7,8.2,83.87,89.787
1761,SCANDINAVIAN JOURNAL OF WORK ENVIRONMENT & HEALTH,4.127,3.611,4.229,11.7,8.2,83.87,89.787
1763,Annals of Intensive Care,4.124,3.896,4.304,3.5,6.8,82.05,79.167
1763,HUMAN MUTATION,4.124,3.84,5.001,8.5,7.1,96,75.424
1763,Journal of Translational Medicine,4.124,4.002,4.541,5,6.2,91.51,67.754
1766,Frontiers in Cellular and Infection Microbiology,4.123,3.997,4.447,2.9,7.5,79.81,68.864
1767,ADDICTION BIOLOGY,4.121,3.965,3.962,5.1,8.9,96.23,78.178
1768,COASTAL ENGINEERING,4.119,3.517,4.541,8.6,10.2,100,93.55
1769,Communications in Nonlinear Science and Numerical Simulation,4.115,3.745,3.489,5.7,9.3,99.49,95.385
1769,Molecular Therapy-Oncolytics,4.115,3.689,4.774,3,6.1,85.06,66.404
1771,Cell Death Discovery,4.114,3.848,3.977,2.4,7.7,94.62,61.282
1772,FOOD REVIEWS INTERNATIONAL,4.113,4.097,4.101,11,9.4,0,77.625
1772,Journal of Neuroimmune Pharmacology,4.113,3.845,4.179,6.3,7,78.43,74.871
1774,Epigenomics,4.112,3.951,4.871,4,5.4,90.99,74.859
1774,JOURNAL OF THE AMERICAN MEDICAL INFORMATICS ASSOCIATION,4.112,3.656,4.327,6.7,5.6,88.71,84.395
1774,JOURNAL OF THE AMERICAN MEDICAL INFORMATICS ASSOCIATION,4.112,3.656,4.327,6.7,5.6,88.71,84.395
1777,JOURNAL OF IMMUNOTHERAPY,4.11,4.04,3.697,8.9,5.8,97.87,65.516
1778,WEAR,4.108,3.359,4.169,12.2,9.3,100,78.474
1779,BIOCHIMICA ET BIOPHYSICA ACTA-MOLECULAR CELL RESEARCH,4.105,4.008,5.246,7,8.4,83.05,64.644
1779,SAFETY SCIENCE,4.105,3.304,4.358,6.1,8.7,90.82,79.725
1781,ARTHRITIS RESEARCH & THERAPY,4.103,3.954,4.686,7.3,7.2,96.06,76.563
1782,ANTIVIRAL RESEARCH,4.101,3.752,3.895,6,6.8,94.23,75.533
1782,EUROPEAN RADIOLOGY,4.101,3.625,3.893,5.9,6.6,96.58,84.586
1784,World Journal of Emergency Surgery,4.1,3.71,3.623,4.4,7.4,70.69,90.373
1785,TOXICOLOGY,4.099,3.985,3.908,11.3,8.7,93.94,81.657
1786,BIOCHEMICAL JOURNAL,4.097,4.02,4.086,16.4,9.6,85.4,68.182
1786,Journal of Travel & Tourism Marketing,4.097,3.566,3.937,6.9,9.3,96,81.25
1786,Metabolites,4.097,3.716,Not Available,3.8,6.4,86.18,68.182
1789,EXPERT REVIEW OF MOLECULAR DIAGNOSTICS,4.096,3.955,3.652,4.8,4.6,21.51,83.974
1789,MOLECULAR MEDICINE,4.096,4.064,3.929,8.4,7.5,93.55,64.448
1791,Bio-Design and Manufacturing,4.095,3.571,4.095,Not Available,6.7,68.18,81.034
1792,ARCHIVES OF PATHOLOGY & LABORATORY MEDICINE,4.094,3.815,3.9,9.3,7.3,77.78,78.493
1793,IEEE Power & Energy Magazine,4.093,4.027,3.592,8.5,3.3,97.44,81.015
1794,Foods,4.092,3.767,Not Available,2.3,8,91.92,80.935
1795,ASTROBIOLOGY,4.091,3.442,3.922,6.9,9.3,92.31,80.085
1796,CRYSTAL GROWTH & DESIGN,4.089,3.591,3.771,5.9,7.8,98.16,74.819
1797,Current Opinion in Chemical Engineering,4.088,3.971,4.437,4.1,4.1,1.3,77.928
1797,MIS Quarterly Executive,4.088,3.618,3.722,6.9,3.6,100,81.644
1799,PHYTOTHERAPY RESEARCH,4.087,3.616,3.971,9.1,7.2,73.18,77.467
1800,Journal of Manufacturing Processes,4.086,3.44,4.229,2.7,6.7,97.92,75
1800,Vaccines,4.086,3.859,Not Available,3.4,6.9,71.36,64.185
1802,Biomolecules,4.082,3.792,Not Available,4,7.6,77.94,67.172
1802,SUSTAINABLE DEVELOPMENT,4.082,3.033,4.341,8,7.7,90.48,86.204
1802,TRANSPORTATION,4.082,3.886,4.574,7.7,9.4,100,81.965
1802,TRANSPORTATION,4.082,3.886,4.574,7.7,9.4,100,81.965
1806,MOLECULES AND CELLS,4.081,3.914,3.882,6.4,8.1,78.72,63.289
1807,NICOTINE & TOBACCO RESEARCH,4.079,3.727,4.138,5.6,6.8,85.47,87.117
1807,NICOTINE & TOBACCO RESEARCH,4.079,3.727,4.138,5.6,6.8,85.47,87.117
1809,CELLULAR IMMUNOLOGY,4.078,4,3.519,7.8,8,78.22,61.419
1810,Journal of Nanostructure in Chemistry,4.077,4.013,Not Available,4.2,6.4,100,65.892
1811,SEMINARS IN RADIATION ONCOLOGY,4.076,4.038,4.89,8.2,6.6,100,74.397
1812,JOURNAL OF VOCATIONAL BEHAVIOR,4.075,3.412,4.892,11.7,11.1,90.43,88.69
1813,Business & Society,4.074,3.827,4.652,10.1,12.7,98.04,73.355
1813,CNS Neuroscience & Therapeutics,4.074,3.788,3.873,5.2,6.8,87.5,73.945
1813,INTERNATIONAL BIODETERIORATION & BIODEGRADATION,4.074,3.491,4.046,5.9,7.6,96.37,76.263
1813,JOURNAL OF PROTEOME RESEARCH,4.074,3.642,3.946,7.2,6.9,98.49,85.065
1813,Progress in Molecular Biology and Translational Science,4.074,4.067,4.005,5.1,8.4,0,66.498
1818,Marine Drugs,4.073,3.165,4.877,4.7,7.8,84.89,74.59
1818,Perspectives in Public Health,4.073,3.891,2.669,4.2,6.4,63.64,92.647
